HiringAgency,jobLink,jobNum,Job ID,Business Title,Civil Service Title,Title Classification,Job Category,Career Level,Work Location,Division/Work Unit,# of Positions,Title Code No,Level,Proposed Salary Range,POSTING DATE,POST UNTIL
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441127&PostingSeq=1,441127,441127,Central Accessioning Program Coordinator,CITY RESEARCH SCIENTIST,Non-Competitive,Health,Experienced (non-manager),"455 First Ave., N.Y.",Virology/Immunology,1,21744,02,"$ 75,504.00 - $ 94,761.00 (Annual)",2020-12-10,2021-02-14
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438267&PostingSeq=1,438267,438267,"Hotline Representative, Bureau of Immunization",PUBLIC HEALTH ADVISER,Competitive,Health,Experienced (non-manager),42-09 28th Street,Immunization Registry,1,51191,01,"$ 39,096.00 - $ 48,556.80 (Annual)",2020-12-10,2021-04-09
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=415188&PostingSeq=1,415188,415188,"Physician, Bureau of Tuberculosis Control",CITY MEDICAL SPECIALIST (PART-,Non-Competitive,Health,Experienced (non-manager),"1 Court Square, Queens",TB Medical Affairs,1,53040,02,$     73.37 - $     78.59 (Hourly),2020-12-10,3020-01-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441766&PostingSeq=1,441766,441766,"Early Childhood Education Consultant, Bureau of Childcare",CONSULTANT (EARLY CHILDHOOD ED,Competitive,Health,Experienced (non-manager),NYC - All Boroughs,Child Care,1,51611,01,"$ 66,442.00 - $ 76,408.00 (Annual)",2020-12-09,2021-01-19
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=405637&PostingSeq=1,405637,405637,"Intake and Referral Coordinator, Bureau of Early Intervention",CLERICAL ASSOCIATE,Competitive,Health,Experienced (non-manager),42-09 28th Street,Early Intervention,1,10251,04,"$ 38,851.00 - $ 48,600.00 (Annual)",2020-12-09,2021-03-09
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455152&PostingSeq=1,455152,455152,Senior Risk Analyst,CITY RESEARCH SCIENTIST,Non-Competitive,Health,Experienced (non-manager),42-09 28th Street,Not Listed,1,21744,03,"$ 84,468.00 - $111,003.00 (Annual)",2020-12-09,2021-04-08
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=428219&PostingSeq=1,428219,428219,"Case Monitor, Bureau of Mental Health/Assisted Outpatient Treatment Program",SOCIAL WORKER,Competitive,Health,Experienced (non-manager),42-09 28th Street,MH - Assisted out Treatment,1,52613,00,"$ 51,079.00 - $ 64,000.00 (Annual)",2020-12-08,2021-12-14
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=437211&PostingSeq=1,437211,437211,"City Custodial Assistant, Bureau of Operations",CITY CUSTODIAL ASSISTANT,Labor,"Health, Building Operations & Maintenance",Experienced (non-manager),"1826 Arthur Ave., Bronx",Operations,1,90644,00,$     15.45 - $     17.68 (Hourly),2020-12-08,2021-04-07
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=434704&PostingSeq=1,434704,434704,"Field Doctor, Bureau of School Health",CITY MEDICAL SPECIALIST (PART-,Non-Competitive,Health,Experienced (non-manager),"1 Court Square, Queens",SH Medical,1,53040,01,$     73.37 - $     78.59 (Hourly),2020-12-08,2021-04-07
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438912&PostingSeq=1,438912,438912,"High School Supervising Physician, Bureau of School Health",CITY MEDICAL SPECIALIST (PART-,Non-Competitive,Health,Experienced (non-manager),"1 Court Square, Queens",SH Medical,1,53040,02,$     73.37 - $     78.59 (Hourly),2020-12-08,2021-04-07
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=453182&PostingSeq=1,453182,453182,Regional Mass Fatality Management Coordinator,STAFF ANALYST,Competitive,Health,Experienced (non-manager),421 East 26th Street NY NY,OCME-Operations,1,12626,02,"$ 58,152.00 - $ 65,000.00 (Annual)",2020-12-08,3020-01-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455026&PostingSeq=1,455026,455026,Assistant Director of Central Clearance Unit,Not Listed,Not Listed,Health,Experienced (non-manager),"125 Worth Street, Nyc",Child Care,1,8298D,00,"$ 58,700.00 - $102,600.00 (Annual)",2020-12-07,2021-04-06
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454982&PostingSeq=1,454982,454982,"Associate Contract and Purchasing Specialist, Bureau of Childcare",ADMINISTRATIVE STAFF ANALYST (,Competitive,"Administration & Human Resources, Finance, Accounting, & Procurement, Health",Experienced (non-manager),"125 Worth Street, Nyc",Child Care,1,1002D,00,"$ 60,435.00 - $161,497.00 (Annual)",2020-12-07,2021-04-06
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455018&PostingSeq=1,455018,455018,"Data Integration and Reporting Specialist,  Bureau of Environmental Surveillance and Policy",IT SERVICE MANAGEMENT SPECIALI,Non-Competitive,"Health, Technology, Data & Innovation",Experienced (non-manager),"125 Worth Street, Nyc",Environ Surveillance & Policy,1,95713,00,"$ 75,000.00 - $130,000.00 (Annual)",2020-12-07,2021-04-06
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=416232&PostingSeq=1,416232,416232,"Principal Administrative Associate, Bureau of Environmental Disease and Injury Prevention/Healthy Homes Program",PRINCIPAL ADMINISTRATIVE ASSOC,Competitive,"Administration & Human Resources, Health",Experienced (non-manager),"125 Worth Street, Nyc",Healthy Homes Progam,2,10124,02,"$ 49,390.00 - $ 61,341.84 (Annual)",2020-12-07,2021-03-07
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454772&PostingSeq=1,454772,454772,Child Care Inspector,PUBLIC HEALTH SANITARIAN,Competitive,Health,Experienced (non-manager),NYC - All Boroughs,Child Care,1,31215,01,"$ 45,722.00 - $ 52,580.00 (Annual)",2020-12-05,2021-04-02
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454737&PostingSeq=1,454737,454737,"Child Health Survey Manager, Bureau of Epidemiology Services",CITY RESEARCH SCIENTIST,Non-Competitive,"Health, Policy, Research & Analysis",Experienced (non-manager),42-09 28th Street,Bureau of Epidemiology Srvcs,1,21744,02,"$ 75,504.00 - $ 86,830.00 (Annual)",2020-12-05,2021-04-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454780&PostingSeq=1,454780,454780,"Director, Office of Emergency Planning and Operations,  Environmental Health Administration",PUBLIC HEALTH EMERGENCY PREPAR,Non-Competitive,Health,Experienced (non-manager),"125 Worth Street, Nyc",EH Administration/Support,1,51197,02,"$ 63,952.00 - $105,791.00 (Annual)",2020-12-05,2021-04-02
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454778&PostingSeq=1,454778,454778,"Environmental Occupational Health Scientist , Bureau of Environmental Disease and Injury Prevention",CITY RESEARCH SCIENTIST,Non-Competitive,Health,Experienced (non-manager),253 Broadway New York Ny,Env Health Assess and Comm,1,21744,01,"$ 64,140.00 - $ 70,554.00 (Annual)",2020-12-05,2021-04-02
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454740&PostingSeq=1,454740,454740,"Inspector, Bureau of Environmental Disease and Injury Prevention/Healthy Homes Progam",PUBLIC HEALTH SANITARIAN,Competitive,"Health, Public Safety, Inspections, & Enforcement",Experienced (non-manager),"125 Worth Street, Nyc",Healthy Homes Progam,1,31215,01,"$ 45,722.00 - $ 52,580.00 (Annual)",2020-12-05,2021-04-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454738&PostingSeq=1,454738,454738,"Public Health Inspector, Bureau of Food Safety and Community Sanitation",PUBLIC HEALTH SANITARIAN,Competitive,"Health, Public Safety, Inspections, & Enforcement",Experienced (non-manager),"125 Worth Street, Nyc",Food Safety & Community Sanit,1,31215,01,"$ 45,722.00 - $ 52,580.00 (Annual)",2020-12-05,2021-04-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454813&PostingSeq=1,454813,454813,"Public Health Inspector, Food Safety and Community Sanitation",PUBLIC HEALTH SANITARIAN,Competitive,"Health, Public Safety, Inspections, & Enforcement",Experienced (non-manager),NYC - All Boroughs,Food Safety & Community Sanit,1,31215,01,"$ 45,722.00 - $ 52,580.00 (Annual)",2020-12-05,2021-04-02
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454815&PostingSeq=1,454815,454815,"Public Health Inspector, Food Safety and Community Sanitation",PUBLIC HEALTH SANITARIAN,Competitive,Health,Experienced (non-manager),NYC - All Boroughs,Food Safety & Community Sanit,1,31215,01,"$ 45,722.00 - $ 52,580.00 (Annual)",2020-12-05,2021-04-02
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454746&PostingSeq=1,454746,454746,"Public Health Inspector, Food Safety and Community Sanitation",PUBLIC HEALTH SANITARIAN,Competitive,"Health, Public Safety, Inspections, & Enforcement",Experienced (non-manager),"125 Worth Street, Nyc",Food Safety & Community Sanit,1,31215,01,"$ 45,722.00 - $ 52,580.00 (Annual)",2020-12-05,2021-04-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454749&PostingSeq=1,454749,454749,"Public Health Inspector, Food Safety and Community Sanitation",PUBLIC HEALTH SANITARIAN,Competitive,"Health, Public Safety, Inspections, & Enforcement",Experienced (non-manager),"125 Worth Street, Nyc",Food Safety & Community Sanit,1,31215,01,"$ 45,722.00 - $ 52,580.00 (Annual)",2020-12-05,2021-04-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=452974&PostingSeq=1,452974,452974,Quality Management (QM) Covid Coordinator,CITY RESEARCH SCIENTIST,Non-Competitive,"Health, Policy, Research & Analysis",Experienced (non-manager),"455 First Ave., N.Y.",Environmental Sciences        ,1,21744,02,"$ 75,504.00 - $ 93,776.40 (Annual)",2020-12-05,2021-03-20
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454858&PostingSeq=1,454858,454858,Windows System Administrator,IT INFRASTRUCTURE ENGINEER,Non-Competitive,Health,Experienced (non-manager),42-09 28th Street,Network Technology Services,1,95714,00,"$ 75,000.00 - $ 88,851.00 (Annual)",2020-12-05,2021-04-03
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454684&PostingSeq=1,454684,454684,HIV Phylogenetic Data Analysis Group Leader,CITY RESEARCH SCIENTIST,Non-Competitive,"Health, Policy, Research & Analysis",Experienced (non-manager),"455 First Ave., N.Y.",Virology/Immunology,1,21744,03,"$ 84,468.00 - $ 97,138.00 (Annual)",2020-12-03,2021-04-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454712&PostingSeq=1,454712,454712,"Laboratory Microbiologist, Bureau of Public Health Laboratory",LABORATORY MICROBIOLOGIST,Competitive,Health,Experienced (non-manager),"455 First Ave., N.Y.",Virology/Immunology,1,21513,02,"$ 52,902.00 - $ 68,040.00 (Annual)",2020-12-03,2021-04-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454703&PostingSeq=1,454703,454703,"Laboratory Microbiologist, Bureau of the Public Health Laboratory",LABORATORY MICROBIOLOGIST,Competitive,Health,Experienced (non-manager),"455 First Ave., N.Y.",Environmental Sciences        ,1,21513,02,"$ 52,902.00 - $ 68,040.00 (Annual)",2020-12-03,2021-04-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454694&PostingSeq=1,454694,454694,"LaboratoryScientist, Public Health Laboratory",CITY RESEARCH SCIENTIST,Non-Competitive,Health,Experienced (non-manager),"455 First Ave., N.Y.",Environmental Sciences        ,1,21744,01,"$ 64,140.00 - $ 70,554.00 (Annual)",2020-12-03,2021-04-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454719&PostingSeq=1,454719,454719,"Quality Management Project Coordinator, Bureau of the Public Health Laboratory",CITY RESEARCH SCIENTIST,Non-Competitive,"Health, Policy, Research & Analysis",Experienced (non-manager),"455 First Ave., N.Y.",Microbiology,1,21744,01,"$ 64,140.00 - $ 70,554.00 (Annual)",2020-12-03,2021-04-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454522&PostingSeq=1,454522,454522,"Assistant Commissioner, Bureau of Neighborhood Health",AGENCY DEPUTY MEDICAL DIRECTOR,Non-Competitive,Health,Executive,42-09 28th Street,Not Listed,1,5304B,M2,"$ 64,922.00 - $170,000.00 (Annual)",2020-12-01,3020-01-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454630&PostingSeq=1,454630,454630,"Manager, Community Engagement",COMMUNITY COORDINATOR,Non-Competitive,Health,Experienced (non-manager),City Hall,Executive Deputy Com,2,56058,00,"$ 54,100.00 - $ 70,000.00 (Annual)",2020-12-01,3020-01-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=433902&PostingSeq=1,433902,433902,"HEAT Coordinator, Bureau of Health Promotion of Justice Impacted Populations",SOCIAL WORKER,Competitive,"Health, Social Services",Experienced (non-manager),42-09 28th Street,Not Listed,8,52613,00,"$ 51,079.00 - $ 72,623.00 (Annual)",2020-11-24,2021-03-24
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439885&PostingSeq=1,439885,439885,"HEAT Health Navigator,  Health Promotion of Justice Impacted Populations",COMMUNITY COORDINATOR,Non-Competitive,Social Services,Experienced (non-manager),NYC - All Boroughs,Not Listed,9,56058,00,"$ 54,100.00 - $ 62,215.00 (Annual)",2020-11-24,2021-03-24
Not Found,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=436302&PostingSeq=1,436302,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,3020-12-12,3020-12-12
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=436813&PostingSeq=1,436813,436813,"Triage Director, Bureau of Health Promotion of Justice Impacted Populations",DIRECTOR OF CRISIS ASSISTANCE,Pending Classification,Health,Experienced (non-manager),42-09 28th Street,Not Listed,1,06142,00,"$ 58,700.00 - $105,000.00 (Annual)",2020-11-24,2021-03-24
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=428507&PostingSeq=1,428507,428507,"Triage Supervisor, Bureau of Health Promotion of Justice Impacted Populations",SUPERVISOR III SOCIAL WORK,Competitive,Health,Experienced (non-manager),"455 First Ave., N.Y.",Not Listed,1,52633,00,"$ 73,027.00 - $ 90,000.00 (Annual)",2020-11-24,2021-03-24
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454181&PostingSeq=1,454181,454181,"Laboratory Associate, Bureau of Public Health Laboratory",LABORATORY ASSOCIATE,Competitive,Health,Experienced (non-manager),"455 First Ave., N.Y.",Virology,1,21512,02,"$ 45,530.00 - $ 50,389.00 (Annual)",2020-11-23,2021-03-23
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454023&PostingSeq=1,454023,454023,Deputy Commissioner of Disease Control,AGENCY MEDICAL DIRECTOR,Non-Competitive,Health,Executive,42-09 28th Street,Dis-Div. Mgmt. & Sys Coord,1,5304A,M6,"$200,000.00 - $220,000.00 (Annual)",2020-11-19,3020-01-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=453921&PostingSeq=1,453921,453921,Early Childhood Education Consultant,CONSULTANT (EARLY CHILDHOOD ED,Competitive,"Health, Public Safety, Inspections, & Enforcement",Experienced (non-manager),"125 Worth Street, Nyc",Child Care,1,51611,02,"$ 71,379.00 - $ 88,652.88 (Annual)",2020-11-19,2021-03-18
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=453978&PostingSeq=1,453978,453978,"Water Ecologist, Bureau of Environmental Sciences and Engineering",SCIENTIST (WATER ECOLOGY),Competitive,Health,Experienced (non-manager),"1 Court Square, Queens",Public Health Engineering,4,21538,01,"$ 45,439.00 - $ 52,255.00 (Annual)",2020-11-19,2021-03-19
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=451916&PostingSeq=1,451916,451916,"NFP Director, Bureau of Maternal Infant and Reproductive Health",ADMINISTRATIVE PUBLIC HEALTH N,Competitive,Health,Experienced (non-manager),42-09 28th Street,MIRH Nurse Family Partnership,1,10032,M2,"$ 64,922.00 - $145,000.00 (Annual)",2020-11-17,2021-01-28
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=453617&PostingSeq=1,453617,453617,"Assistant Commissioner, Bureau of Equitable Health Systems/CHECW",EXECUTIVE PROGRAM SPECIALIST (,Exempt,Health,Experienced (non-manager),42-09 28th Street,Not Listed,1,13379,M3,"$ 72,038.00 - $192,152.00 (Annual)",2020-11-16,3020-01-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=452732&PostingSeq=1,452732,452732,"Laboratory Microbiologist, Bureau of the Public Health Laboratory",LABORATORY MICROBIOLOGIST,Competitive,Health,Experienced (non-manager),"455 First Ave., N.Y.",Virology/Immunology,1,21513,02,"$ 52,902.00 - $ 68,040.00 (Annual)",2020-11-10,2021-03-06
